id,uuid,observed_on,user_id,quality_grade,license,url,image_url,tag_list,description,num_identification_agreements,num_identification_disagreements,place_guess,latitude,longitude,positional_accuracy,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,species_guess
35676169,d5dae101-b4bd-4981-a511-10ed31999862,5/23/2019,1442288,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/35676169,https://inaturalist-open-data.s3.amazonaws.com/photos/56283927/medium.jpg,,,0,0,"Arkansas, US",36.09285981,-94.11798737,,28592,obscured,,TRUE,Mole Salamanders
35791769,c93a9d9c-3349-4693-a09a-da3077dd2412,11/17/2019,155080,research,CC-BY,https://www.inaturalist.org/observations/35791769,https://inaturalist-open-data.s3.amazonaws.com/photos/56481893/medium.jpg,,"Mixed hardwood woodland, under rotting log.",3,0,"Saint Francis Sunken Lands, Craighead County, Arkansas, United States ",35.716935,-90.430161,278,278,,,FALSE,Small-mouthed Salamander
35791886,216b23ab-f425-4fbb-aa76-4391ecbb84c5,11/17/2019,155080,research,CC-BY,https://www.inaturalist.org/observations/35791886,https://inaturalist-open-data.s3.amazonaws.com/photos/56482051/medium.jpg,,"Mixed hardwood woodland, under rotting log.",3,0,"Saint Francis Sunken Lands, Craighead County, Arkansas, United States ",35.716935,-90.430161,278,278,,,FALSE,Small-mouthed Salamander
36179394,87050ede-9489-432e-b7d9-361e313531fd,11/27/2019,1985522,research,,https://www.inaturalist.org/observations/36179394,https://static.inaturalist.org/photos/57158926/medium.jpg,,,1,0,"Benmore Ct, Zionsville, IN, US",40.00255555,-86.25757,13,13,,open,FALSE,Small-mouthed Salamander
36413506,6ea77d58-842e-4bbb-a129-e23914ed708d,6/2/2019,1495573,research,,https://www.inaturalist.org/observations/36413506,https://static.inaturalist.org/photos/57558424/medium.jpeg,,Under CB. Juvenile. Incidental.,2,0,"Arkansas, US",35.27207056,-94.24581502,,28706,obscured,,TRUE,Small-mouthed Salamander
36565432,bc370fb4-fc88-42e5-9ed4-fd8683cfc572,12/9/2019,1961265,research,CC-BY-NC,https://www.inaturalist.org/observations/36565432,https://inaturalist-open-data.s3.amazonaws.com/photos/57816541/medium.jpg,,,3,0,"Cottleville, MO, US",38.73904985,-90.67684521,107,107,,,FALSE,Small-mouthed Salamander
36619397,654bb20f-3a40-415e-87aa-25dfb5fa9e1b,11/2/2019,2154053,research,CC-BY-NC,https://www.inaturalist.org/observations/36619397,https://inaturalist-open-data.s3.amazonaws.com/photos/57908671/medium.jpg,,,2,1,"N 154th East Ave, Collinsville, OK, US",36.37680286,-95.80214693,22,22,,,FALSE,Small-mouthed Salamander
36677706,d82ec82f-482d-4514-a0ac-eb472505a145,12/15/2019,2301339,research,CC-BY-NC,https://www.inaturalist.org/observations/36677706,https://inaturalist-open-data.s3.amazonaws.com/photos/58014448/medium.jpg,,,4,0,"Texas, US",32.62435022,-97.04924969,5,29066,obscured,,TRUE,Small-mouthed Salamander
36732521,586a5ae4-10f0-46f2-a127-f5c50c319612,4/20/2014,264861,research,,https://www.inaturalist.org/observations/36732521,https://static.inaturalist.org/photos/58110207/medium.jpg,,,2,0,"Urbana, IL, USA",40.1273331,-88.2148967,91,91,,,FALSE,Small-mouthed Salamander
37020549,6eb3de98-e017-4dc2-ac63-62aeccbb5fcf,12/27/2019,763506,research,CC-BY-NC,https://www.inaturalist.org/observations/37020549,https://inaturalist-open-data.s3.amazonaws.com/photos/58617349/medium.jpg,,,3,0,"Alabama, US",34.40090015,-86.93398203,7203,28818,obscured,obscured,TRUE,Small-mouthed Salamander
37021302,26b7d455-0d5a-455b-b735-954c0c21b52f,12/27/2019,1677339,research,,https://www.inaturalist.org/observations/37021302,https://static.inaturalist.org/photos/58618903/medium.jpg,,,2,0,"Alabama, US",34.41273406,-86.62441772,329,28818,obscured,obscured,TRUE,Small-mouthed Salamander
37068388,e6df02cb-47d7-469c-97ae-c94f5c86f717,12/28/2019,2093074,research,CC-BY-NC,https://www.inaturalist.org/observations/37068388,https://inaturalist-open-data.s3.amazonaws.com/photos/58703089/medium.jpg,,,3,0,"Illinois, US",38.90161332,-90.38793709,1472,28181,obscured,,TRUE,Small-mouthed Salamander
37819386,8bcaccb3-d372-4d82-9a5f-022132fa7622,1/21/2020,1882455,research,CC-BY-NC,https://www.inaturalist.org/observations/37819386,https://inaturalist-open-data.s3.amazonaws.com/photos/60032863/medium.jpg,,,6,1,"White Rock Rd, Italy, TX, US",32.16023333,-96.809455,,,,,FALSE,Small-mouthed Salamander
37432083,98ecfe51-7c48-4d9e-a4e3-59928f338eb5,2/21/2018,755543,research,CC-BY-NC,https://www.inaturalist.org/observations/37432083,https://inaturalist-open-data.s3.amazonaws.com/photos/59340158/medium.jpeg,,,3,0,"West Virginia, US",38.96413675,-82.140045,,28181,obscured,obscured,TRUE,Small-mouthed Salamander
37514623,3322ec9f-d682-46b7-a06a-56b6d1f833cc,6/29/2016,16735,research,CC-BY-NC,https://www.inaturalist.org/observations/37514623,https://inaturalist-open-data.s3.amazonaws.com/photos/59485027/medium.jpeg,,,2,0,"Williamson County, TX, USA",30.497975,-97.55866111,65,65,,,FALSE,Small-mouthed Salamander
37514624,b3b8af67-d5f4-45c9-9450-06c5c7b3136e,6/29/2016,16735,research,CC-BY-NC,https://www.inaturalist.org/observations/37514624,https://inaturalist-open-data.s3.amazonaws.com/photos/59485064/medium.jpeg,,,2,0,"Williamson County, TX, USA",30.49803611,-97.55856389,5,5,,,FALSE,Small-mouthed Salamander
41183525,e320979d-c6b1-4258-9651-3b582d7ad871,4/1/2020,1661682,research,,https://www.inaturalist.org/observations/41183525,https://static.inaturalist.org/photos/65311120/medium.jpg,,,2,1,"Ohio, US",39.60649181,-84.08948919,10,28060,obscured,open,TRUE,Small-mouthed Salamander
37749284,6968ff48-b143-4439-bd4b-2a7652db549c,3/20/2015,242722,research,CC-BY-NC,https://www.inaturalist.org/observations/37749284,https://inaturalist-open-data.s3.amazonaws.com/photos/59906186/medium.jpeg,,,2,0,"Richland County, OH, USA",40.97298286,-82.47369908,278,278,,,FALSE,Small-mouthed Salamander
41298158,223e2d50-4884-48ea-97b8-150557b783c2,4/3/2020,2705784,research,,https://www.inaturalist.org/observations/41298158,https://static.inaturalist.org/photos/65503452/medium.jpg,,,3,1,"Texas, US",33.16480936,-96.85951876,12,12,,,FALSE,Small-mouthed Salamander
47747080,084ee0a2-8424-4a4b-8500-bae9e7e61320,5/29/2020,2904053,research,CC-BY-NC,https://www.inaturalist.org/observations/47747080,https://inaturalist-open-data.s3.amazonaws.com/photos/75739810/medium.jpg,,,3,1,"Limerick Ln, Columbia, MO, US",38.92875275,-92.36970889,212,212,,,FALSE,Small-mouthed Salamander
37906011,4a7bf42b-8784-4867-b963-3036fd6ef22f,4/3/2003,73919,research,CC-BY-NC,https://www.inaturalist.org/observations/37906011,https://inaturalist-open-data.s3.amazonaws.com/photos/60163084/medium.jpeg,,"Small-mouthed Salamander
(Ambystoma texanum)
Wayne Co., MI
Photo by Allen Chartier
Date Taken : 2003/04/03",9,0,"Michigan, US",42.13919147,-83.31816405,755,27692,obscured,obscured,TRUE,Small-mouthed Salamander
50987571,c3d54756-8332-408f-8801-0790c73083d4,6/26/2020,3188748,research,CC-BY-NC,https://www.inaturalist.org/observations/50987571,https://inaturalist-open-data.s3.amazonaws.com/photos/80989605/medium.jpg,,,2,1,"Lincoln St, West Lafayette, IN, US",40.43472328,-86.90155685,8,8,,open,FALSE,Small-mouthed Salamander
63244991,738181e4-3736-4f1e-b92f-8c586662a9ec,10/22/2020,1313621,research,,https://www.inaturalist.org/observations/63244991,https://static.inaturalist.org/photos/101470037/medium.jpeg,,,3,1,United States,41.9397604,-83.59389441,1402,27723,,obscured,TRUE,Small-mouthed Salamander
64462443,98b5a4d2-7121-4d7a-9930-425ccc178353,11/8/2020,1521111,research,CC-BY-NC,https://www.inaturalist.org/observations/64462443,https://inaturalist-open-data.s3.amazonaws.com/photos/104981436/medium.jpg,,,2,1,"Lunda Rd, West Mansfield, OH, US",40.37752833,-83.51223,5,5,,,FALSE,Small-mouthed Salamander
38528805,c61f60ea-9ff4-41b7-b180-470d482f39d9,9/24/2019,2070142,research,,https://www.inaturalist.org/observations/38528805,https://static.inaturalist.org/photos/61247198/medium.jpeg,,Found under a trash can by the Mississippi.,2,0,"Lee County, US-IA, US",40.44256,-91.42437978,88,27939,,obscured,TRUE,Small-mouthed Salamander
70277555,95f9715c-0ef6-4ae2-b377-6e82e9a38019,2/27/2021,3978120,research,CC-BY-NC,https://www.inaturalist.org/observations/70277555,https://inaturalist-open-data.s3.amazonaws.com/photos/114222853/medium.jpg,,,3,1,"North Little Rock, AR, US",34.80809149,-92.35620004,2015,2015,,,FALSE,Small-mouthed Salamander
72953946,add52345-4daf-456b-a316-c6e02ab85e2f,4/4/2021,2333154,research,CC-BY-NC,https://www.inaturalist.org/observations/72953946,https://inaturalist-open-data.s3.amazonaws.com/photos/119038614/medium.jpg,,,3,1,"W 99th St S, Jenks, OK, US",36.01968333,-96.00032222,65,65,,,FALSE,Small-mouthed Salamander
102075527,84306c59-f03d-4ebe-a929-90fe10f9e52a,11/27/2021,3781310,research,CC-BY-NC,https://www.inaturalist.org/observations/102075527,https://inaturalist-open-data.s3.amazonaws.com/photos/170565811/medium.jpg,,,3,1,"Greenview, IL, US",40.08712023,-89.6624669,207506,207506,,,FALSE,Small-mouthed Salamander
39262552,1d3a1642-dc9a-4416-9142-650d7908cbf0,4/4/2019,2146113,research,CC-BY-NC,https://www.inaturalist.org/observations/39262552,https://inaturalist-open-data.s3.amazonaws.com/photos/62268456/medium.jpg,,,2,0,Kennekuk County Park,40.19354522,-87.69886684,263,263,,,FALSE,Small-mouthed Salamander
105787332,4df69dc6-183b-4361-97d6-69619f68dcf1,1/29/2022,4151506,research,,https://www.inaturalist.org/observations/105787332,https://static.inaturalist.org/photos/177576940/medium.jpeg,,,4,1,"OLD RVR-WNFRE, TX 77535, USA",30.16950562,-94.87816725,9,9,,,FALSE,Small-mouthed Salamander
108700843,7719d60d-cccd-4198-b488-a4863ba6454e,5/1/2021,136770,research,CC-BY-NC,https://www.inaturalist.org/observations/108700843,https://inaturalist-open-data.s3.amazonaws.com/photos/183068007/medium.jpg,,,3,1,"Illinois, US",37.29053797,-88.90651876,32,28417,,obscured,TRUE,Small-mouthed Salamander
108918200,aa2423ad-11b9-4482-baec-897c7d7d4b0a,3/18/2022,3510632,research,CC-BY-NC,https://www.inaturalist.org/observations/108918200,https://inaturalist-open-data.s3.amazonaws.com/photos/183476365/medium.jpeg,,,3,1,West Chester,40.23394813,-81.34450145,1656,1656,,open,FALSE,Small-mouthed Salamander
140060250,cbc8ec85-a45f-4c80-bcd1-1dd2093ea887,10/26/2022,1301038,research,,https://www.inaturalist.org/observations/140060250,https://static.inaturalist.org/photos/239685368/medium.jpg,,,3,1,"Ohio, US",40.57395058,-83.07126484,305,27939,,obscured,TRUE,Small-mouthed Salamander
141746220,4c72636a-dc60-441b-b455-80f7cf81a756,11/11/2022,7623,research,CC-BY,https://www.inaturalist.org/observations/141746220,https://static.inaturalist.org/photos/242902454/medium.jpg,,Juvenile ambystoma - maybe Marbled?,3,1,"Rebsamen Park Rd, Little Rock, AR, US",34.75707658,-92.38765558,17,17,,,FALSE,Small-mouthed Salamander
148564198,c543348f-2d8d-4697-aa08-13be675a39d5,2/11/2023,6439217,research,CC-BY-NC,https://www.inaturalist.org/observations/148564198,https://inaturalist-open-data.s3.amazonaws.com/photos/255861741/medium.jpg,,,3,1,"Rebsamen Park Rd, Little Rock, AR, US",34.78315833,-92.337005,6,6,,open,FALSE,Small-mouthed Salamander
159900877,b61169a3-451b-4d31-8cda-90800f62ed43,5/5/2023,1128936,research,CC-BY-NC,https://www.inaturalist.org/observations/159900877,https://inaturalist-open-data.s3.amazonaws.com/photos/276292743/medium.jpeg,,,3,1,"Missouri, US",37.81350997,-90.50435197,,28329,,obscured,TRUE,Small-mouthed Salamander
39562640,8c4a4789-188e-4097-b0cf-800d82bd0c56,3/19/2012,2482768,research,CC-BY-NC,https://www.inaturalist.org/observations/39562640,https://inaturalist-open-data.s3.amazonaws.com/photos/62778280/medium.jpeg,Field Work Coverboards,,2,0,"Payne County, OK, USA",36.1449988,-97.0068393,36417,36417,,,FALSE,Small-mouthed Salamander
159962130,c71e5cfe-22da-44a3-b812-231773e153dc,3/27/2023,6485026,research,CC-BY-NC,https://www.inaturalist.org/observations/159962130,https://inaturalist-open-data.s3.amazonaws.com/photos/276394872/medium.jpg,,,3,1,"Fayetteville, AR, US",36.06849717,-94.23449667,3,3,,,FALSE,Small-mouthed Salamander
161703539,3e633c5b-313c-43c2-864e-64078e6a559c,4/24/2023,942137,research,,https://www.inaturalist.org/observations/161703539,https://static.inaturalist.org/photos/279522937/medium.jpeg,,,4,1,"Rolling Meadows, TX 78660, USA",30.48681697,-97.56484797,,,,,FALSE,Small-mouthed Salamander
200790504,bf742067-3afc-4472-a121-a2a4d761e630,2/21/2024,7714760,research,CC-BY-NC,https://www.inaturalist.org/observations/200790504,https://inaturalist-open-data.s3.amazonaws.com/photos/354323219/medium.jpg,,,3,1,"Alabama, US",34.41159034,-86.73744693,5,28818,,obscured,TRUE,Small-mouthed Salamander
200790827,deda1aed-0da5-401d-9340-ba5280588f5c,2/21/2024,7714760,research,CC-BY-NC,https://www.inaturalist.org/observations/200790827,https://inaturalist-open-data.s3.amazonaws.com/photos/354323888/medium.jpg,,,5,1,"Alabama, US",34.4932785,-86.65304531,33,28818,,obscured,TRUE,Small-mouthed Salamander
208330127,92a9067c-8654-4554-9b2c-392d6adc85c2,2/4/2024,3978120,research,CC-BY-NC,https://www.inaturalist.org/observations/208330127,https://inaturalist-open-data.s3.amazonaws.com/photos/368589493/medium.jpg,,,3,1,"Pulaski County, US-AR, US",34.62516617,-92.3285491,4,28790,,obscured,TRUE,Small-mouthed Salamander
219057719,2499c4b5-78da-40e8-b656-ff1ec19ed029,5/29/2024,6348621,research,,https://www.inaturalist.org/observations/219057719,https://static.inaturalist.org/photos/387698499/medium.jpeg,,,3,1,Van Alstyne,33.44023895,-96.50344086,,,,,FALSE,Small-mouthed Salamander
219528928,f1737fdf-6f86-4e0e-81a9-98a3e73f34db,5/31/2024,8215783,research,CC-BY-NC,https://www.inaturalist.org/observations/219528928,https://static.inaturalist.org/photos/388580241/medium.jpeg,,,3,1,"Polk Township, MO, USA",38.75876692,-94.13346282,7,7,,,FALSE,Small-mouthed Salamander
221690676,9f9017ef-820c-4f6f-b619-84be7538fbc3,6/9/2024,434823,research,CC-BY-NC,https://www.inaturalist.org/observations/221690676,https://inaturalist-open-data.s3.amazonaws.com/photos/392615864/medium.jpg,,,3,1,"E 19th St, Stillwater, OK, US",36.10132384,-96.9958603,25,25,,,FALSE,Small-mouthed Salamander
241875357,afa9e73a-c740-47dd-99e0-b31396e6f986,9/15/2024,1459694,research,,https://www.inaturalist.org/observations/241875357,https://static.inaturalist.org/photos/439796063/medium.jpeg,,,3,1,"Texas, US",30.42852904,-94.18323395,55,29356,obscured,obscured,TRUE,Small-mouthed Salamander
39798168,9a14ece8-dbc3-4362-9315-b7bfeba0b83a,11/25/2019,2411584,research,CC-BY-NC,https://www.inaturalist.org/observations/39798168,https://inaturalist-open-data.s3.amazonaws.com/photos/63178228/medium.jpeg,,,2,0,"Millington, TN 38053, USA",35.3094859,-90.0680323,,,,,FALSE,Small-mouthed Salamander
253395041,6befa0fc-c6cb-47a5-ad2e-b0ecaf4ac23f,11/27/2024,7323349,research,,https://www.inaturalist.org/observations/253395041,https://static.inaturalist.org/photos/453706127/medium.jpeg,,,2,1,"Illinois, US",40.16018464,-87.94361183,1655,28000,obscured,,TRUE,Small-mouthed Salamander
269893993,99351570-349c-4d0f-826c-eeb7ae84973e,4/11/2025,468428,research,CC-BY-NC,https://www.inaturalist.org/observations/269893993,https://inaturalist-open-data.s3.amazonaws.com/photos/485324015/medium.jpeg,,Justin Michels id dark phase tiger salamander.,4,1,"Chalmers Township, IL, USA",40.4379903,-90.751448,,,,,FALSE,Small-mouthed Salamander
315857038,5cc2bd7e-7ee7-4d1c-ac8f-12f4c2a661da,10/28/2021,9321442,research,CC-BY-NC,https://www.inaturalist.org/observations/315857038,https://inaturalist-open-data.s3.amazonaws.com/photos/570628811/medium.jpg,,,2,1,"Paulspointe Ct, Loveland, OH, US",39.29325,-84.282105,65,65,,,FALSE,Small-mouthed Salamander
317022919,c44a7571-ac17-466e-b557-30436ef684c2,9/27/2025,8298807,research,,https://www.inaturalist.org/observations/317022919,https://static.inaturalist.org/photos/572817073/medium.jpg,,,4,1,United States,41.31889992,-84.83967047,17,27816,,obscured,TRUE,Small-mouthed Salamander
37278305,5c96f350-c109-4bf6-a17c-452543821580,1/4/2020,866069,research,,https://www.inaturalist.org/observations/37278305,https://static.inaturalist.org/photos/59068287/medium.jpg,,,4,0,"Texas, US",32.63791654,-97.15326117,171,29066,obscured,,TRUE,Small-mouthed Salamander
37539021,78dc3a78-516c-4514-a65d-606ca11346cc,1/11/2020,1900368,research,CC-BY-NC,https://www.inaturalist.org/observations/37539021,https://inaturalist-open-data.s3.amazonaws.com/photos/59529002/medium.jpg,,,5,0,"12125 N 675th St, Robinson, IL, US",39.03036042,-87.81824169,24,24,,,FALSE,Small-mouthed Salamander
37864742,a9162d64-504f-417e-8d79-3b853b900a5e,1/22/2020,206254,research,,https://www.inaturalist.org/observations/37864742,https://static.inaturalist.org/photos/60109577/medium.jpg,,,2,0,"Bird Pond Rd, College Station, TX, US",30.5988703,-96.25437971,172,172,,,FALSE,Small-mouthed Salamander
38008094,b77401a1-fd32-44f8-9885-1f3dba22f296,1/18/2020,10766,research,,https://www.inaturalist.org/observations/38008094,https://static.inaturalist.org/photos/60343050/medium.jpg,,,1,0,"Texas, US",31.57392579,-94.7420212,32,29226,obscured,,TRUE,Small-mouthed Salamander
38312204,121538cc-e0d1-45bb-b6cc-6e12804e62af,2/4/2020,155080,research,CC-BY,https://www.inaturalist.org/observations/38312204,https://inaturalist-open-data.s3.amazonaws.com/photos/60872669/medium.jpg,,Under brick,4,0,"Jonesboro, Craighead County, AR.",35.840614,-90.735343,69,69,,,FALSE,Small-mouthed Salamander
38332707,7264c29d-fb2b-43d5-ad6e-44bd6ef62d1c,2/5/2020,1442288,research,CC-BY-NC,https://www.inaturalist.org/observations/38332707,https://inaturalist-open-data.s3.amazonaws.com/photos/60907017/medium.jpg,,,3,0,"Arkansas, US",36.08230903,-94.39711941,24,28592,obscured,,TRUE,Small-mouthed Salamander
38769570,8d0fd969-6189-4059-875f-2e09894aba3f,2/17/2020,746043,research,CC-BY-NC,https://www.inaturalist.org/observations/38769570,https://inaturalist-open-data.s3.amazonaws.com/photos/61670059/medium.jpg,,,3,0,"Chennault Park Dr, Monroe, LA, US",32.49947833,-92.01566388,65,65,,,FALSE,Small-mouthed Salamander
38789558,84b64e11-834b-4091-9027-48ca283d1c1a,2/10/2020,2591451,research,,https://www.inaturalist.org/observations/38789558,https://static.inaturalist.org/photos/61704528/medium.jpg,,,6,0,"Pleasant Grove, Dallas, TX, US",32.69838333,-96.71183833,10,10,,,FALSE,Small-mouthed Salamander
39193322,c2f584e4-3ed0-4991-926b-01f4e3bcc3a3,2/24/2020,1524853,research,CC-BY-NC,https://www.inaturalist.org/observations/39193322,https://inaturalist-open-data.s3.amazonaws.com/photos/62146487/medium.jpg,,"Temp 6 degrees C, light rain Only small-mouth observed out of 13 salamanders seen tonight. All others were Spotted Salamanders",3,0,"Franklin County, MO, USA",38.47135158,-91.27303734,31,31,,,FALSE,Small-mouthed Salamander
39315459,57da5a53-39e0-4fda-8ef8-a323ea70ac8f,2/27/2020,1639,research,CC-BY-NC,https://www.inaturalist.org/observations/39315459,https://static.inaturalist.org/photos/62357450/medium.jpg,,,3,0,"Massac County, IL, USA",37.27347851,-88.85401636,4,4,,,FALSE,Small-mouthed Salamander
39405140,86241926-9233-4acb-b858-f1baebe8c080,2/29/2020,36776,research,,https://www.inaturalist.org/observations/39405140,https://static.inaturalist.org/photos/62513813/medium.jpg,,,2,0,"Texas, US",32.76386851,-97.07764443,4,29066,obscured,,TRUE,Small-mouthed Salamander
39405173,807c5eb7-a960-46ae-8687-3c411207d4a1,2/29/2020,36776,research,,https://www.inaturalist.org/observations/39405173,https://static.inaturalist.org/photos/62513886/medium.jpg,,,3,0,"Texas, US",32.79203424,-97.00187031,3000,29066,obscured,,TRUE,Small-mouthed Salamander
39476502,5fc63ae4-5157-405d-af83-af37d71cc3bc,3/2/2020,755001,research,,https://www.inaturalist.org/observations/39476502,https://static.inaturalist.org/photos/62637189/medium.jpg,,,2,0,"Eagle Creek Reservoir, Indianapolis, IN, US",39.86743926,-86.30247189,1811,1811,,open,FALSE,Small-mouthed Salamander
39482388,f421346c-e7ea-418f-9495-8691c1a38343,3/3/2020,245356,research,CC-BY-NC,https://www.inaturalist.org/observations/39482388,https://inaturalist-open-data.s3.amazonaws.com/photos/62647576/medium.jpg,,,1,0,"Columbus, OH, US",40.02632872,-82.8447003,316,316,,,FALSE,Small-mouthed Salamander
39517384,cba7fde4-f50e-4c5d-b426-08ce55138e65,3/1/2020,90556,research,,https://www.inaturalist.org/observations/39517384,https://static.inaturalist.org/photos/62704735/medium.jpeg,,"St. Louis County, MO",3,0,"Missouri, US",38.40376119,-90.7970754,143,28240,obscured,,TRUE,Small-mouthed Salamander
39529168,6b45d9be-2a31-42c7-a95b-7679dcaf4acf,3/3/2020,2590323,research,CC-BY-NC,https://www.inaturalist.org/observations/39529168,https://inaturalist-open-data.s3.amazonaws.com/photos/62725271/medium.jpeg,,"Found in my pool, moved to a creek on our farm. ",1,0,"Kentucky, US",37.14763789,-88.25509622,2104,28447,obscured,,TRUE,Small-mouthed Salamander
39626868,9325376c-ce28-4a4c-96e6-ddfa37c8030a,3/6/2020,37031,research,CC-BY-NC,https://www.inaturalist.org/observations/39626868,https://inaturalist-open-data.s3.amazonaws.com/photos/62886394/medium.jpg,,,2,0,"Busey Woods, Champaign, IL, US",40.12858617,-88.21138833,20,20,,,FALSE,Small-mouthed Salamander
39707591,d680a6a9-8ecd-4a2e-bdea-9328a112a92a,3/1/2020,593075,research,CC-BY-NC,https://www.inaturalist.org/observations/39707591,https://inaturalist-open-data.s3.amazonaws.com/photos/63023340/medium.jpeg,,,3,0,"Oklahoma, US",35.87530516,-96.80484015,208,28620,obscured,,TRUE,Small-mouthed Salamander
39766941,ae5c9631-40fa-45f7-83cb-176679880ac1,3/9/2020,1722768,research,CC0,https://www.inaturalist.org/observations/39766941,https://inaturalist-open-data.s3.amazonaws.com/photos/63125048/medium.jpg,,,2,0,"CR-139, Corning, AR, US",36.4152432,-90.62289485,5,5,,,FALSE,Small-mouthed Salamander
39782396,fa9bcd23-be8a-4be1-875b-9883f1707574,3/9/2020,1639,research,CC-BY-NC,https://www.inaturalist.org/observations/39782396,https://static.inaturalist.org/photos/63150984/medium.jpg,,,3,0,"Johnson County, IL, USA",37.35704878,-88.88564812,61,61,,,FALSE,Small-mouthed Salamander
39782399,67078615-24d4-48d0-ae6a-778a589876c1,3/9/2020,1639,research,CC-BY-NC,https://www.inaturalist.org/observations/39782399,https://static.inaturalist.org/photos/63151005/medium.jpg,,,4,0,"Johnson County, IL, USA",37.34440224,-88.91151233,8,8,,,FALSE,Small-mouthed Salamander
39783365,bf87eddf-e599-4d92-9ce6-25a0f41f1faf,3/9/2020,2266004,research,CC-BY-NC,https://www.inaturalist.org/observations/39783365,https://inaturalist-open-data.s3.amazonaws.com/photos/63153148/medium.jpeg,,,2,0,"Fayetteville Township, AR, USA",36.06658488,-94.23334491,5,5,,,FALSE,Small-mouthed Salamander
39783900,870d8673-8fb8-4f11-8a4b-e2d7f2255666,3/9/2020,2527931,research,,https://www.inaturalist.org/observations/39783900,https://static.inaturalist.org/photos/63154181/medium.jpg,,,2,0,"Arkansas, US",36.05644129,-94.23978647,4,28592,obscured,,TRUE,Small-mouthed Salamander
39784598,7d67ec39-f600-48ab-ad8f-00a45aaefc03,3/9/2020,1413922,research,CC-BY-NC,https://www.inaturalist.org/observations/39784598,https://inaturalist-open-data.s3.amazonaws.com/photos/63155175/medium.jpg,,,2,0,"S Broyles Ave, Fayetteville, AR, US",36.06716117,-94.23126167,114,114,,,FALSE,Small-mouthed Salamander
39784794,921c7e03-7cd7-4603-9d53-10b789576651,3/9/2020,2192877,research,,https://www.inaturalist.org/observations/39784794,https://static.inaturalist.org/photos/63155468/medium.jpg,,,2,0,"Arkansas, US",36.03893942,-94.3555052,8,28592,obscured,,TRUE,Small-mouthed Salamander
39802781,a371b0c9-14bb-4fea-abd1-548204f5d291,3/9/2020,2632789,research,,https://www.inaturalist.org/observations/39802781,https://static.inaturalist.org/photos/63186340/medium.jpeg,,,2,0,"Arkansas, US",36.01063582,-94.31538075,,28592,obscured,,TRUE,Small-mouthed Salamander
39802874,4c62f970-38e5-4d66-b762-d9e056a9d397,3/9/2020,2632789,research,,https://www.inaturalist.org/observations/39802874,https://static.inaturalist.org/photos/63186551/medium.jpeg,,,2,0,"Arkansas, US",36.1787591,-94.35449897,,28592,obscured,,TRUE,Small-mouthed Salamander
39803057,75e80acf-d770-4eed-a1b1-6d5d454f6b4a,3/9/2020,2328977,research,CC-BY-NC,https://www.inaturalist.org/observations/39803057,https://inaturalist-open-data.s3.amazonaws.com/photos/63186816/medium.jpg,,,2,0,"Arkansas, US",36.06106736,-94.23071841,32,28592,obscured,,TRUE,Small-mouthed Salamander
39855641,e4bfe72a-02c1-45db-acbe-9b63dc67f251,3/11/2020,113170,research,CC-BY,https://www.inaturalist.org/observations/39855641,https://inaturalist-open-data.s3.amazonaws.com/photos/63274742/medium.jpeg,,,2,0,Oberlin South Woods,41.273397,-82.234768,389,389,,,FALSE,Small-mouthed Salamander
39863201,da87b682-ec0b-4447-a546-6dba3969a45f,3/11/2020,110617,research,CC-BY-NC,https://www.inaturalist.org/observations/39863201,https://inaturalist-open-data.s3.amazonaws.com/photos/63287460/medium.jpg,,"87oF, under cover board",3,0,"Texas, US",32.64130957,-97.1322604,12,29066,obscured,,TRUE,Small-mouthed Salamander
39896127,9e6f6be2-e372-4e3f-9e5b-da9dd214f842,3/12/2020,1722768,research,CC0,https://www.inaturalist.org/observations/39896127,https://inaturalist-open-data.s3.amazonaws.com/photos/63343452/medium.jpg,,,3,0,"Corning, AR, US",36.41804657,-90.62489117,5,5,,,FALSE,Small-mouthed Salamander
39937067,61cd0432-8f5a-478a-abf8-4c79565a9bf7,3/13/2020,36983,research,CC-BY-NC,https://www.inaturalist.org/observations/39937067,https://inaturalist-open-data.s3.amazonaws.com/photos/63412446/medium.jpg,,,1,0,"Ohio, US",40.10386283,-82.46908563,1619,28000,obscured,,TRUE,Small-mouthed Salamander
39944069,a57e6cf9-bc3b-4dbf-bff7-c07588e3d990,3/9/2020,1417758,research,,https://www.inaturalist.org/observations/39944069,https://static.inaturalist.org/photos/63425920/medium.jpeg,,,2,0,"Fayetteville Township, AR, USA",36.0675,-94.23388889,,,,,FALSE,Small-mouthed Salamander
40049215,db8f657b-9d48-4872-bf9e-1be107f64eda,3/14/2020,24631,research,CC-BY-NC,https://www.inaturalist.org/observations/40049215,https://static.inaturalist.org/photos/63604006/medium.jpg,,,2,0,"Alabama, US",34.47459698,-86.60605828,200,28818,obscured,obscured,TRUE,Small-mouthed Salamander
40051691,82c6afc1-01df-4291-ada2-49cfdb8fc871,3/15/2020,59817,research,CC-BY-NC,https://www.inaturalist.org/observations/40051691,https://inaturalist-open-data.s3.amazonaws.com/photos/63608078/medium.jpg,,,1,0,"Bucyrus, OH, US",40.76291667,-82.88040333,14,14,,,FALSE,Small-mouthed Salamander
